CURSO ACADÉMICO;CÓDIGO;C.SITUACIÓN;SITUACIÓN;C.NATURALEZA;NATURALEZA;C.DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA;DENOMINACIÓN GENÉRICA BREVE;DENOMINACIÓN ESPECÍFICA;C.VÍA;VÍA;NOMBRE DE LA VÍA;NÚMERO;NÚMERO(EXT);PISO;PISO(EXT);ESCALERA;LETRA;C.PROV;C.MUNI;C.LOCA;PROVINCIA;MUNICIPIO;LOCALIDAD;C.POSTAL;TELÉFONO;FAX;LETRA;CORREO ELECTRÓNICO;WEB;COORD. LONGITUD;COORD. LATITUD;C.R.A;INTERNADO;CONCIERTO;JORNADA CONTINUA;COMEDOR;TRANSPORTE;Localización
2026;24017266;A;ALTA;1;PÚBLICO;31;CENTRO PUBLICO DE EDUCACION DE PERSONAS ADULTAS;CEPA;SIERRA PAMBLEY;AV.;AVENIDA;DEL BIERZO;;S/N;;;;;24;202;11;LEON;VILLABLINO;VILLABLINO;24100;987470554;;;24017266@educa.jcyl.es;http://cepasierrapambley.centros.educa.jcyl.es/;-6.3222;42.94029;N;N;N;N;N;N;42.94029, -6.3222
2026;24016237;A;ALTA;1;PÚBLICO;68;CENTRO PUBLICO INTEGRADO DE FORMACION PROFESIONAL;CIFP;ALMÁZCARA;FCA.;FINCA;LA DEHESA;;;;;;;24;57;1;LEON;CONGOSTO;ALMÁZCARA;24398;987467377;;;24016237@educa.jcyl.es;http://cfaalmazcara.centros.educa.jcyl.es;-6.50487;42.59427;N;S;N;N;S;N;42.59427, -6.50487
2026;24022432;A;ALTA;1;PÚBLICO;68;CENTRO PUBLICO INTEGRADO DE FORMACION PROFESIONAL;CIFP;CENTRO INTEGRADO DE FP DE PONFERRADA;CALLE;CALLE;LA CHOPERA;;S/N;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24404;987409200;987419717;;24022432@educa.jcyl.es;http://www.cifpponferrada.es;-6.60037;42.56085;N;N;N;N;N;N;42.56085, -6.60037
2026;24005291;A;ALTA;2;PRIVADO;45;CENTRO PRIVADO DE EDUCACION SECUNDARIA;Colegio;CENTRO DON BOSCO;CALLE;CALLE;SAN JUAN BOSCO;11;;;;;;24;89;2;LEON;LEÓN;LEÓN;24009;987204700;987204790;;24005291@educa.jcyl.es;https://cdbosco.com;-5.58656;42.58021;N;S;S;N;N;S;42.58021, -5.58656
2026;24005793;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;DIVINA PASTORA;CALLE;CALLE;SAN JOSÉ;2;;;;;;24;89;2;LEON;LEÓN;LEÓN;24010;987221179;987247405;;24005793@educa.jcyl.es;http://www.colegiodivinapastora.com;-5.59052;42.60424;N;N;S;S;S;N;42.60424, -5.59052
2026;24010031;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;LA ANUNCIATA;CALLE;CALLE;AZORÍN;36;;;;;;24;142;5;LEON;SAN ANDRÉS DEL RABANEDO;SAN ANDRÉS DEL RABANEDO;24010;987806233;987806062;;24010031@educa.jcyl.es;http://www.dominicasleon.es;-5.59227;42.59983;N;N;S;N;S;S;42.59983, -5.59227
2026;24017965;A;ALTA;2;PRIVADO;45;CENTRO PRIVADO DE EDUCACION SECUNDARIA;Colegio;LA INMACULADA;CALLE;CALLE;CARMEN SALLÉS;8;;;;;;24;34;1;LEON;CAMPONARAYA;CAMPONARAYA;24410;987463125;987463551;;24017965@educa.jcyl.es;;-6.6703;42.58083;N;N;S;N;N;N;42.58083, -6.6703
2026;24005975;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;LEONÉS;PZ.;PLAZA;SAN ISIDORO;6;;;;;;24;89;2;LEON;LEÓN;LEÓN;24003;987236813;987227134;;24005975@educa.jcyl.es;http://www.colegioleones.com/seleccionarcentro/;-5.56996;42.60061;N;N;S;N;S;N;42.60061, -5.56996
2026;24005926;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;MARISTAS CHAMPAGNAT;AV.;AVENIDA;DE OVIEDO;2;;;;;;24;89;2;LEON;LEÓN;LEÓN;24008;987226609;;;24005926@educa.jcyl.es;http://www.maristaschampagnatleon.es/;-5.57648;42.60977;N;N;S;S;S;N;42.60977, -5.57648
2026;24000424;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;PAULA MONTAL;CALLE;CALLE;OLIEGOS;52;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987615351;987618094;;24000424@educa.jcyl.es;http://www.escolapias-astorga.es;-6.05981;42.46107;N;S;S;S;S;N;42.46107, -6.05981
2026;24018702;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;PEÑACORADA;CALLE;CALLE;BANDONILLA;32;;;;;;24;89;2;LEON;LEÓN;LEÓN;24009;987202352;;;24018702@educa.jcyl.es;http://www.colegiopenacorada.es/home/;-5.58499;42.56956;N;N;N;N;S;S;42.56956, -5.58499
2026;24008022;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;SAN JOSÉ OBRERO;CALLE;CALLE;FRANCÉS;116;;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24404;987403882;;;24008022@educa.jcyl.es;;-6.62496;42.56107;N;N;S;S;S;N;42.56107, -6.62496
2026;24000965;A;ALTA;2;PRIVADO;72;CENTRO PRIVADO DE EDUCACION INFANTIL PRIMARIA Y SECUNDARIA;Colegio;VIRGEN DE LA PEÑA;CALLE;CALLE;COMENDADOR SALDAÑA;9;;;;;;24;14;2;LEON;BEMBIBRE;BEMBIBRE;24300;987510249;987513661;;24000965@educa.jcyl.es;http://colegiovirgendelapena.centros.educa.jcyl.es;-6.4197;42.61812;N;N;S;S;S;N;42.61812, -6.4197
2026;24022559;A;ALTA;2;PRIVADO;600;CENTRO PRIVADO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS DE FÚTBOL;CPr DEP;EL BRAZAL;CALLE;CALLE;EL BRAZAL DE CAMPONARAYA;;S/N;;;;;24;34;1;LEON;CAMPONARAYA;CAMPONARAYA;24410;605047023;;;24022559@educa.jcyl.es;;-6.65993;42.57804;N;N;N;N;N;N;42.57804, -6.65993
2026;24022493;A;ALTA;2;PRIVADO;600;CENTRO PRIVADO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS DE FÚTBOL;CPr DEP;SPORT COACH NORTE;AV.;AVENIDA;AVIACIÓN;;S/N;;;;;24;189;8;LEON;VALVERDE DE LA VIRGEN;VIRGEN DEL CAMINO (LA);24198;605047023;;;24022493@educa.jcyl.es;http://www.sportcoachnorte.com/;-5.6424;42.58265;N;N;N;N;N;N;42.58265, -5.6424
2026;24022158;A;ALTA;2;PRIVADO;138;CENTRO PRIVADO AUTORIZADO PROFESIONAL DE MUSICA;CPr Música;PEÑACORADA;CALLE;CALLE;BANDONILLA;32;;;;;;24;89;2;LEON;LEÓN;LEÓN;24009;987202352;987208305;;24022158@educa.jcyl.es;;-5.58499;42.56956;N;N;N;N;N;N;42.56956, -5.58499
2026;24018696;A;ALTA;2;PRIVADO;21;CENTRO PRIVADO DE EDUCACION ESPECIAL;CPrEE;LA LUZ;CRA.;CARRETERA;CARBAJAL (PABELLÓN S.JOSÉ DE SAN CAYETANO);;S/N;;;;;24;89;2;LEON;LEÓN;LEÓN;24080;987875194;987876390;;24018696@educa.jcyl.es;;-5.58749;42.6168;N;S;S;N;S;S;42.6168, -5.58749
2026;24021919;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;BERGIDUM;CALLE;CALLE;ALHAURÍN EL GRANDE;9;;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24401;987427563;;;24021919@educa.jcyl.es;http://www.planalfa.es/asuncion;-6.58212;42.54651;N;N;N;N;S;N;42.54651, -6.58212
2026;24022951;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;CAPERUCITA ROJA;CALLE;CALLE;FOTÓGRAFO PEPE GRACIA;3;;;;;;24;89;2;LEON;LEÓN;LEÓN;24005;987043088;;;24022951@educa.jcyl.es;;-5.56557;42.58852;N;N;N;N;N;N;42.58852, -5.56557
2026;24016535;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;CARLOS MARÍA;CALLE;CALLE;JARDINES;;29-37;;;;;24;142;5;LEON;SAN ANDRÉS DEL RABANEDO;SAN ANDRÉS DEL RABANEDO;24010;987846720;987846720;;24016535@educa.jcyl.es;;-5.61457;42.61245;N;N;N;N;S;S;42.61245, -5.61457
2026;24023023;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;COCOLILO;CALLE;CALLE;LA PARRA;24;;;;;;24;142;8;LEON;SAN ANDRÉS DEL RABANEDO;TROBAJO DEL CAMINO;24010;675555445;;;24023023@educa.jcyl.es;;;;N;N;N;N;N;N;
2026;24022687;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;COSA DE NIÑOS;CALLE;CALLE;SAN MIGUEL;10;;;;;;24;189;8;LEON;VALVERDE DE LA VIRGEN;VIRGEN DEL CAMINO (LA);24198;987300867;;;24022687@educa.jcyl.es;;-5.64378;42.58338;N;N;N;N;N;N;42.58338, -5.64378
2026;24022781;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;CRECIENDO;CALLE;CALLE;GONZÁLEZ DE LAMA;4;;;;;;24;89;2;LEON;LEÓN;LEÓN;24007;654343416;;;24022781@educa.jcyl.es;;-5.56479;42.6023;N;N;N;N;N;N;42.6023, -5.56479
2026;24022985;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;EL RINCÓN DE LOS DUENDES;PZ.;PLAZA;CONCORDIA;10;;;;;;24;188;2;LEON;VALENCIA DE DON JUAN;VALENCIA DE DON JUAN;24200;987750152;;;24022985@educa.jcyl.es;;-5.51916;42.29548;N;N;N;N;N;N;42.29548, -5.51916
2026;24022602;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;MI COLE LEÓN;CALLE;CALLE;PRIMERO DE MAYO;;7-9;;;;;24;89;2;LEON;LEÓN;LEÓN;24008;615854265;;;24022602@educa.jcyl.es;;-5.58791;42.61153;N;N;N;N;N;N;42.61153, -5.58791
2026;24022778;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;PEQUEÑECOS;CALLE;CALLE;SAUCE;;8-10;;;;;24;142;8;LEON;SAN ANDRÉS DEL RABANEDO;TROBAJO DEL CAMINO;24010;987720753;;;24022778@educa.jcyl.es;;-5.60724;42.59644;N;N;N;N;S;N;42.59644, -5.60724
2026;24022791;A;ALTA;2;PRIVADO;4;CENTRO PRIVADO DE EDUCACION INFANTIL;CPrEI;PIRULETA;CALLE;CALLE;GERMÁN ALONSO;1;;;;;;24;89;2;LEON;LEÓN;LEÓN;24008;987110060;;;24022791@educa.jcyl.es;;-5.58699;42.60849;N;N;N;N;N;N;42.60849, -5.58699
2026;24022237;A;ALTA;2;PRIVADO;58;CENTRO PRIVADO DE FORMACION PROFESIONAL ESPECIFICA;CPrFP;CONFORTEC;AV.;AVENIDA;DE LA CEMBA;98;;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24403;987427333;987426278;;24022237@educa.jcyl.es;;-6.6184;42.55031;N;N;N;N;N;N;42.55031, -6.6184
2026;24022596;A;ALTA;2;PRIVADO;58;CENTRO PRIVADO DE FORMACION PROFESIONAL ESPECIFICA;CPrFP;HM CESUR LEÓN;CALLE;CALLE;CARDENAL LANDÁZURI;27;;;;;;24;89;2;LEON;LEÓN;LEÓN;24003;987479125;;;24022596@educa.jcyl.es;;-5.57044;42.60169;N;N;N;N;N;N;42.60169, -5.57044
2026;24006074;A;ALTA;2;PRIVADO;69;CENTRO PRIVADO INTEGRADO DE FORMACION PROFESIONAL;CPrIFP;CENTEC;AV.;AVENIDA;RAMÓN Y CAJAL;8;;;;;;24;89;2;LEON;LEÓN;LEÓN;24002;987228282;987272482;;24006074@educa.jcyl.es;;-5.57201;42.60201;N;N;S;N;N;N;42.60201, -5.57201
2026;24022201;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;CAMINO DE SANTIAGO;CALLE;CALLE;MEMORIA HISTÓRICA;10;;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24401;686579121;;;24022201@educa.jcyl.es;;-6.59083;42.54633;N;N;N;N;S;N;42.54633, -6.59083
2026;24022407;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;EL JARDIN DE LA VEGA;AV.;AVENIDA;DEL ESCRIBANO;;S/N;;;;;24;15;2;LEON;BENAVIDES;BENAVIDES DE ÓRBIGO;24280;987370003;987370325;;24022407@educa.jcyl.es;;-5.5671;42.59873;N;N;N;N;N;N;42.59873, -5.5671
2026;24022262;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;EL PARQUE;CALLE;CALLE;LOS INFANTES;2;;;;;;24;157;1;LEON;SANTA MARÍA DEL PÁRAMO;SANTA MARÍA DEL PÁRAMO;24240;987350651;;;24022262@educa.jcyl.es;;-5.74785;42.35568;N;N;N;N;S;N;42.35568, -5.74785
2026;24021944;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;ESCUELA INFANTIL DE BEMBIBRE;CALLE;CALLE;SUSANA GONZÁLEZ;55;;;;;;24;14;2;LEON;BEMBIBRE;BEMBIBRE;24300;987514010;;;24021944@educa.jcyl.es;;-6.4216;42.61038;N;N;N;N;S;N;42.61038, -6.4216
2026;24023011;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;La Abadía;CALLE;CALLE;San Isidro;1;;;;;;24;38;2;LEON;CARRACEDELO;CARRACEDO DEL MONASTERIO;24549;987562553;;;24023011@educa.jcyl.es;;;;N;N;N;N;N;N;
2026;24022444;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;LA ROBLA;CALLE;CALLE;EMILIA MENÉNDEZ;8;;;;;;24;134;8;LEON;ROBLA (LA);ROBLA (LA);24640;987572202;987570817;;24022444@educa.jcyl.es;;-5.63064;42.80348;N;N;N;N;N;N;42.80348, -5.63064
2026;24022936;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;MAGO CHALUPA;CALLE;CALLE;ANDRÉS VILORIA;;S/N;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24404;987409288;;;24022936@educa.jcyl.es;;-6.61382;42.55063;N;N;N;N;N;N;42.55063, -6.61382
2026;24022471;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;POLÍGONO INDUSTRIAL DE LEÓN;CALLE;CALLE;2;;S/N;;;;;24;105;2;LEON;ONZONILLA;ONZONILLA;24231;646820747;;;24022471@educa.jcyl.es;;-5.5807;42.52948;N;N;N;N;N;N;42.52948, -5.5807
2026;24022948;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;SAN LORENZO;CALLE;CALLE;SANTA TERESA DE JESÚS;8;;;;;;24;89;2;LEON;LEÓN;LEÓN;24007;987221670;;;24022948@educa.jcyl.es;;-5.56814;42.6031;N;N;N;N;N;N;42.6031, -5.56814
2026;24022663;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;SANTA BÁRBARA;CALLE;CALLE;SIERRA PAMBLEY;;S/N;;;;;24;70;2;LEON;FABERO;FABERO;24420;987550211;;;24022663@educa.jcyl.es;;-6.62942;42.7677;N;N;N;N;N;N;42.7677, -6.62942
2026;24022389;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;SANTA MARGARITA;CALLE;CALLE;SAN JUAN BOSCO;6;;;;;;24;89;1;LEON;LEÓN;ARMUNIA;24009;987275762;;;24022389@educa.jcyl.es;http://www.aytoleon.es/;-5.58568;42.58175;N;N;N;N;S;N;42.58175, -5.58568
2026;24022641;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;SARIEGOS;CALLE;CALLE;MAESTRA NATI;;S/N;;;;;24;163;4;LEON;SARIEGOS;SARIEGOS DEL BERNESGA;24121;987280699;;;24022641@educa.jcyl.es;;-5.63568;42.64663;N;N;N;N;N;N;42.64663, -5.63568
2026;24018842;A;ALTA;1;PÚBLICO;3;ESCUELA DE EDUCACION INFANTIL;EEI;VIUDA DE CADENAS;CALLE;CALLE;CARIDAD;12;;;;;;24;89;2;LEON;LEÓN;LEÓN;24007;987231092;;;24018842@educa.jcyl.es;http://eeiviudadecadenas.centros.educa.jcyl.es;-5.56402;42.60212;N;N;N;S;S;N;42.60212, -5.56402
2026;24018568;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ÁNGEL BARJA;CALLE;CALLE;RINCÓN DEL SOL;;2-6;;;;;24;142;8;LEON;SAN ANDRÉS DEL RABANEDO;TROBAJO DEL CAMINO;24010;987804443;;;24018568@educa.jcyl.es;;-5.63832;42.60111;N;N;N;N;N;N;42.60111, -5.63832
2026;24021993;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ESCUELA DE MÚSICA DE ASTORGA;CALLE;CALLE;PEDRO JUNCO;;S/N;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987602043;;;24021993@educa.jcyl.es;;-6.05804;42.46094;N;N;N;N;N;N;42.46094, -6.05804
2026;24021968;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ESCUELA DE MÚSICA DE VILLAREJO DE ÓRBIGO;CALLE;CALLE;PICONES;;S/N;;;;;24;223;2;LEON;VILLAREJO DE ÓRBIGO;VEGUELLINA DE ÓRBIGO;24350;987376514;987376135;;24021968@educa.jcyl.es;;-5.8896;42.43597;N;N;N;N;N;N;42.43597, -5.8896
2026;24022572;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;ESCUELA MUNICIPAL DE MÚSICA DE SARIEGOS;CALLE;CALLE;PROFESOR RODRÍGUEZ FERRI;;S/N;;;;;24;163;1;LEON;SARIEGOS;AZADINOS;24121;987280699;987280565;;24022572@educa.jcyl.es;;-5.62338;42.63449;N;N;N;N;N;N;42.63449, -5.62338
2026;24022043;A;ALTA;1;PÚBLICO;185;ESCUELA DE MUSICA;EM;HERMANOS SÁNCHEZ CARRALERO;CALLE;CALLE;ANGEL BASANTE;15;;2;;;;24;30;2;LEON;CACABELOS;CACABELOS;24540;987549359;987549275;;24022043@educa.jcyl.es;;-6.7239;42.59792;N;N;N;N;N;N;42.59792, -6.7239
2026;24017370;A;ALTA;1;PÚBLICO;80;ESCUELA OFICIAL DE IDIOMAS;EOI;ESCUELA OFICIAL DE IDIOMAS DE LEÓN;CALLE;CALLE;OBISPO SANTOS OLIVERA;17;;;;;;24;89;2;LEON;LEÓN;LEÓN;24005;987252020;987261811;;24017370@educa.jcyl.es;http://eoileon.centros.educa.jcyl.es;-5.56962;42.58812;N;N;N;N;N;N;42.58812, -5.56962
2026;24018222;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;BEATRIZ OSSORIO;CALLE;CALLE;CORRUMBÍN;30;;;;;;24;70;2;LEON;FABERO;FABERO;24420;987550111;987552003;;24018222@educa.jcyl.es;http://iesbeatrizossorio.centros.educa.jcyl.es;-6.62851;42.77004;N;N;N;S;N;S;42.77004, -6.62851
2026;24005987;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;LEGIO VII;PZ.;PLAZA;SANT0 MARTINO;6;;;;;;24;89;2;LEON;LEÓN;LEÓN;24003;987221815;987228683;;24005987@educa.jcyl.es;http://ieslegio.centros.educa.jcyl.es;-5.5707;42.60175;N;N;N;S;N;N;42.60175, -5.5707
2026;24009610;A;ALTA;1;PÚBLICO;42;INSTITUTO DE EDUCACION SECUNDARIA;IES;RAMIRO II;CRA.;CARRETERA;DE LA MAGDALENA;;S/N;;;;;24;134;8;LEON;ROBLA (LA);ROBLA (LA);24640;987570323;;;24009610@educa.jcyl.es;http://iesramiroii.centros.educa.jcyl.es;-5.63222;42.80452;N;N;N;N;N;S;42.80452, -5.63222
2026;24022331;A;ALTA;1;PÚBLICO;98;CENTRO DOCENTE DE FORMACIÓN MILITAR;A Militar;ACADEMIA BÁSICA DEL AIRE Y DEL ESPACIO DE LEÓN;FCA.;FINCA;AERÓDROMO MILITAR DE LEÓN;;S/N;;;;;24;189;8;LEON;VALVERDE DE LA VIRGEN;VIRGEN DEL CAMINO (LA);24198;987843600;;;24022331@educa.jcyl.es;;-5.64611;42.58554;N;S;N;N;S;N;42.58554, -5.64611
2026;24017369;A;ALTA;1;PÚBLICO;131;CONSERVATORIO PROFESIONAL DE MUSICA;C Música;CRISTÓBAL HALFFTER;CALLE;CALLE;RONDA NORTE;1;;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24404;987427566;987427565;;24017369@educa.jcyl.es;http://cpmhalffter.centros.educa.jcyl.es;-6.61338;42.5577;N;N;N;N;N;N;42.5577, -6.61338
2026;24005410;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;NUESTRA SEÑORA DEL SAGRADO CORAZÓN;CALLE;CALLE;EL PARQUE;1;;;;;;24;89;2;LEON;LEÓN;LEÓN;24005;987213898;987209050;;24005410@educa.jcyl.es;http://cpntrasradelsagradocorazon.centros.educa.jcyl.es;-5.56626;42.57892;N;N;N;S;S;S;42.57892, -5.56626
2026;24000461;A;ALTA;1;PÚBLICO;20;COLEGIO DE EDUCACION ESPECIAL;CEE;SANTA MARÍA MADRE DE LA IGLESIA;CRA.;CARRETERA;DE SANABRIA;34;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987617836;987617836;;24000461@educa.jcyl.es;http://cpeecosamai.centros.educa.jcyl.es;-6.06318;42.45253;N;N;N;N;S;S;42.45253, -6.06318
2026;24016331;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANEJAS;CALLE;CALLE;LEÓN XIII;;S/N;;;;;24;89;2;LEON;LEÓN;LEÓN;24008;987226240;987226240;;24016331@educa.jcyl.es;http://cpanejas.centros.educa.jcyl.es;-5.57594;42.60565;N;N;N;S;S;S;42.60565, -5.57594
2026;24000451;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ÁNGEL GONZÁLEZ ÁLVAREZ;CALLE;CALLE;DOCTOR REDONDO FLOREZ;1;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987615116;987615116;;24000451@educa.jcyl.es;http://ceipangelgonzalezalvarez.centros.educa.jcyl.es/;-6.05667;42.46014;N;N;N;S;S;S;42.46014, -6.05667
2026;24002901;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;ANTONIO JUSTEL;CALLE;CALLE;LAS ESCUELAS;;S/N;;;;;24;47;1;LEON;CASTROCONTRIGO;CASTROCONTRIGO;24735;987660214;987660214;;24002901@educa.jcyl.es;http://ceipantoniojustel.centros.educa.jcyl.es;-6.26952;42.24534;N;N;N;S;S;S;42.24534, -6.26952
2026;24000503;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;BLANCO DE CELA;PZ.;PLAZA;MAGISTERIO;4;;;;;;24;8;1;LEON;ASTORGA;ASTORGA;24700;987615953;987615953;;24000503@educa.jcyl.es;http://ceipblancodecela.centros.educa.jcyl.es;-6.05941;42.45611;N;N;N;S;S;S;42.45611, -6.05941
2026;24017278;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;COMPOSTILLA;CALLE;CALLE;II TRAVESÍA;;S/N;;;;;24;115;21;LEON;PONFERRADA;PONFERRADA;24404;987412500;987412500;;24017278@educa.jcyl.es;http://ceipcompostilla.centros.educa.jcyl.es;-6.59759;42.56446;N;N;N;S;S;N;42.56446, -6.59759
2026;24018052;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA BABIA;CRA.;CARRETERA;LEÓN-VILLABLINO;;S/N;;;;;24;29;3;LEON;CABRILLANES;HUERGAS DE BABIA;24143;987488761;987488761;;24018052@educa.jcyl.es;http://crababia.centros.educa.jcyl.es;-6.09705;42.9547;S;N;N;N;S;S;42.9547, -6.09705
2026;24018155;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA DE ALIJA DEL INFANTADO;CALLE;CALLE;OLMARES;;S/N;;;;;24;3;1;LEON;ALIJA DEL INFANTADO;ALIJA DEL INFANTADO;24761;987667272;987667272;;24018155@educa.jcyl.es;http://craalijadelinfantado.centros.educa.jcyl.es;-5.83264;42.13744;S;N;N;S;S;S;42.13744, -5.83264
2026;24018039;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA DE ARMELLADA;CALLE;CALLE;PADRE CESÁREO;37;;;;;;24;173;1;LEON;TURCIA;ARMELLADA;24284;987363212;987363212;;24018039@educa.jcyl.es;http://cradearmellada.centros.educa.jcyl.es;-5.86428;42.55245;S;N;N;S;N;N;42.55245, -5.86428
2026;24018261;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA DE EL BURGO RANERO;CALLE;CALLE;LAS ERAS;;S/N;;;;;24;24;1;LEON;BURGO RANERO (EL);BURGO RANERO (EL);24343;987330045;987330045;;24018261@educa.jcyl.es;http://craelburgoranero.centros.educa.jcyl.es/sitio/;-5.21947;42.42157;S;N;N;S;S;S;42.42157, -5.21947
2026;24018350;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA DE POSADA DE VALDEÓN;PZ.;PLAZA;CORTINA CONCEJO;6;;;;;;24;116;104;LEON;POSADA DE VALDEÓN;POSADA DE VALDEÓN;24915;987742716;;;24018350@educa.jcyl.es;http://craposadadevaldeon.centros.educa.jcyl.es;-4.91961;43.15176;S;N;N;N;S;S;43.15176, -4.91961
2026;24018398;A;ALTA;1;PÚBLICO;14;COLEGIO DE EDUCACION INFANTIL Y PRIMARIA;CEIP;CRA DE QUINTANA DE RUEDA;CALLE;CALLE;MAYOR;1;;;;;;24;180;2;LEON;VALDEPOLO;QUINTANA DE RUEDA;24930;987337030;987337030;;24018398@educa.jcyl.es;http://craquintanaderueda.centros.educa.jcyl.es;-5.26279;42.57822;S;N;N;S;N;N;42.57822, -5.26279
