Provincia;Localidad;Código Centro;Centro Educativo;Titularidad Centro;Familia Profesional;Código Familia;Nivel Educativo;Clave Ciclo;Ciclo Formativo/Curso de Especialización;Modalidad;"Tipo
enseñanza";Grupos 1º;Grupos 2º;Grupos 3º;Dirección centro;Código postal;Teléfono;e-mail;Web;Localización
Burgos;La Aguilera;09012072;CIFP SAN GABRIEL;Privada;Industrias Alimentarias;INA;Grado Básico;INA01B;Actividades de Panadería y Pastelería;Presencial;Concertada;1.0;1.0;;Ctra. de la Aguilera, km 6,5;09440;947 54 5006;09012072@educa.jcyl.es;http://www.ciudaddelaeducacion.es;41.7055, -3.75059
Burgos;La Aguilera;09012072;CIFP SAN GABRIEL;Privada;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC01Sd;Educación Infantil (distancia);Distancia;Privada;1.0;0.0;;Ctra. de la Aguilera, km 6,5;09440;947 54 5006;09012072@educa.jcyl.es;http://www.ciudaddelaeducacion.es;41.7055, -3.75059
Burgos;La Aguilera;09012072;CIFP SAN GABRIEL;Privada;Servicios Socioculturales y a la Comunidad;SSC;Grado Superior;SSC06S;Formación para la movilidad segura y sostenible;Presencial;Concertada;1.0;1.0;;Ctra. de la Aguilera, km 6,5;09440;947 54 5006;09012072@educa.jcyl.es;http://www.ciudaddelaeducacion.es;41.7055, -3.75059
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Administración y Gestión;ADG;Grado Básico;ADG01B;Servicios Administrativos;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Administración y Gestión;ADG;Grado Medio;ADG01Md;Gestión Administrativa (distancia);Distancia;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Administración y Gestión;ADG;Grado Superior;ADG01S;Asistencia a la Dirección;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;2.0;2.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Básico;COM01B;Servicios Comerciales;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Superior;COM01S;Marketing y Publicidad;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Curso Especialización;COM02E;Redacción de contenidos digitales para marketing y ventas;Presencial;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Grado Básico;IFC01B;Informática y Comunicaciones;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC02S;Desarrollo de Aplicaciones Multiplataforma;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC03S;Desarrollo de Aplicaciones WEB;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Medio;COM01M;Actividades Comerciales;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Superior;COM04S;Comercio Internacional;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Grado Medio;IFC01M;Sistemas Microinformáticos y Redes;Presencial;Pública;2.0;2.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Grado Medio;IFC01Md;Sistemas Microinformáticos y Redes (distancia);Distancia;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Curso Especialización;IFC01E;Ciberseguridad en entornos de las tecnologías de la información;Presencial;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Superior;COM02S;Transporte y Logística;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Superior;COM02Sd;Transporte y Logística (distancia);Distancia;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Superior;COM03S;Gestión de Ventas y Espacios Comerciales;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Comercio y Marketing;COM;Grado Superior;COM04Sd;Comercio Internacional (distancia);Distancia;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012096;CIFP JUAN DE COLONIA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC01S;Administración de Sistemas Informáticos en Red;Presencial;Pública;2.0;2.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5004;09012096@educa.jcyl.es;http://cifpjuandecolonia.centros.educa.jcyl.es;42.35377, -3.68638
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE01S;Sistemas Electrotécnicos y Automatizados;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE02S;Sistemas de Telecomunicaciones e Informáticos;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE03S;Mantenimiento Electrónico;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Curso Especialización;ELE05E;Robótica Colaborativa;Presencial;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Energía y Agua;ENA;Grado Superior;ENA04S;Gestión del agua;Presencial;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Instalación y Mantenimiento;IMA;Grado Medio;IMA02M;Instalaciones Frigoríficas y de Climatización;Presencial;Pública;1.0;0.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Instalación y Mantenimiento;IMA;Grado Superior;MSP34;Prevención de Riesgos Profesionales;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Grado Medio;ELE02M;Instalaciones de Telecomunicaciones;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE04S;Automatización y Robótica Industrial;Presencial;Pública;2.0;2.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Energía y Agua;ENA;Grado Superior;ENA03S;Energías Renovables;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Fabricación Mecánica;FME;Grado Superior;FME01S;Programación de la Producción en Fabricación Mecánica;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Instalación y Mantenimiento;IMA;Grado Medio;IMA01M;Instalaciones de Producción de Calor;Presencial;Pública;0.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Instalación y Mantenimiento;IMA;Grado Superior;IMA03S;Mecatrónica Industrial;Presencial;Pública;2.0;2.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Electricidad y Electrónica;ELE;Grado Básico;ELE02B;Instalaciones Electrotécnicas y Mecánica;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012126;CIFP SIMÓN DE COLONIA;Educación;Fabricación Mecánica;FME;Grado Medio;FME01M;Mecanizado;Presencial;Pública;1.0;1.0;;C/ Francisco de Vitoria, s/n;09006;947 24 5305;09012126@educa.jcyl.es;http://www.simondecolonia.net/;42.35302, -3.6871
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Hostelería y Turismo;HOT;Grado Medio;HOT01M;Cocina y Gastronomía;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Hostelería y Turismo;HOT;Grado Medio;HOT02M;Servicios en Restauración;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Industrias Alimentarias;HOT;Grado Medio;INA01M;Panadería, Repostería y Confitería;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Hostelería y Turismo;HOT;Grado Básico;HOT01B;Cocina y Restauración;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Hostelería y Turismo;HOT;Grado Superior;HOT01S;Gestión de Alojamientos Turísticos;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Hostelería y Turismo;HOT;Grado Superior;HOT03S;Guía, Información y Asistencias Turísticas;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Burgos;09012163;CIFP LA FLORA;Educación;Hostelería y Turismo;HOT;Grado Superior;HOT04S;Dirección de Cocina;Presencial;Pública;1.0;1.0;;C/ Arco del Pilar, 9;09003;947 25 7631;09012163@educa.jcyl.es;http://cifplaflora.centros.educa.jcyl.es;42.34296, -3.70203
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Actividades Físicas y Deportivas;AFD;Grado Superior;AFD01S;Enseñanza y Animación Sociodeportiva;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Comercio y Marketing;COM;Grado Superior;COM02S;Transporte y Logística;Presencial;Pública;1.0;0.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Comercio y Marketing;COM;Grado Superior;COM04S;Comercio Internacional;Presencial;Pública;0.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Electricidad y Electrónica;ELE;Grado Medio;ELE01Md;Instalaciones Eléctricas y Automáticas (distancia);Distancia;Pública;1.0;0.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE03S;Mantenimiento Electrónico;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Administración y Gestión;ADG;Grado Superior;ADG01S;Asistencia a la Dirección;Presencial;Pública;0.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Electricidad y Electrónica;ELE;Grado Medio;ELE01M;Instalaciones Eléctricas y Automáticas;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Actividades Físicas y Deportivas;AFD;Grado Medio;AFD02M;Guía en el medio natural y de tiempo libre;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Electricidad y Electrónica;ELE;Curso Especialización;ELE05E;Robótica Colaborativa;Presencial;Pública;1.0;0.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Informática y Comunicaciones;IFC;Grado Básico;IFC02B;Informática de Oficina;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Informática y Comunicaciones;IFC;Grado Medio;IFC01M;Sistemas Microinformáticos y Redes;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Aranda de Duero;09012187;CIFP SANTA CATALINA;Educación;Informática y Comunicaciones;IFC;Grado Superior;IFC02S;Desarrollo de Aplicaciones Multiplataforma;Presencial;Pública;1.0;1.0;;C/ Montelatorre, 11;09400;947 54 6351;09012187@educa.jcyl.es;http://www.fpsantacatalina.com;41.6711, -3.6771
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Imagen Personal;IMP;Grado Básico;IMP01B;Peluquería y Estética;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Imagen Personal;IMP;Grado Medio;IMP02M;Peluquería y Cosmética Capilar;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Sanidad;SAN;Grado Superior;SAN08S;Laboratorio Clínico y Biomédico;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Transporte y Mantenimiento de Vehículos;TMV;Grado Medio;TMV02M;Electromecánica de Vehículos Automóviles;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Electricidad y Electrónica;ELE;Grado Básico;ELE01B;Electricidad y Electrónica;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Electricidad y Electrónica;ELE;Grado Medio;ELE01M;Instalaciones Eléctricas y Automáticas;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Electricidad y Electrónica;ELE;Grado Superior;ELE04S;Automatización y Robótica Industrial;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Informática y Comunicaciones;IFC;Grado Básico;IFC01B;Informática y Comunicaciones;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Informática y Comunicaciones;IFC;Grado Medio;IFC01M;Sistemas Microinformáticos y Redes;Presencial;Pública;1.0;0.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Imagen Personal;IMP;Grado Superior;IMP01S;Estética Integral y Bienestar;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Sanidad;SAN;Grado Medio;SAN21;Cuidados Auxiliares de Enfermería;Presencial;Pública;2.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Sanidad;SAN;Grado Superior;SAN04S;Anatomía Patológica y Citodiagnóstico;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Miranda de Ebro;09012229;CIFP RÍO EBRO;Educación;Transporte y Mantenimiento de Vehículos;TMV;Grado Medio;TMV05M;Mantenimiento de Material Rodante Ferroviario;Presencial;Pública;1.0;1.0;;Ctra. de Orón, 78 B;09200;947 102 821;09012229@educa.jcyl.es;http://cifprioebro.centros.educa.jcyl.es;42.67935, -2.96723
Burgos;Burgos;09012552;ISABEL I FP;Privada;Actividades Físicas y Deportivas;AFD;Grado Superior;AFD01S;Enseñanza y Animación Sociodeportiva;Presencial;Privada;1.0;1.0;;C/ Fernán González, 76;09003;947 671 731;09012552@educa.jcyl.es;https://www.ui1.es/;42.34163, -3.70984
Burgos;Burgos;09012667;SANITIO FORMACIÓN BURGOS;Privada;Sanidad;SAN;Grado Superior;SAN07S;Imagen para el Diagnóstico y Medicina Nuclear;Presencial;Privada;2.0;2.0;;C/ Farmacéutico Obdulio Fernández, 3;09006;655 341 676;09012667@educa.jcyl.es;https://www.sanitioformacion.com/;42.34627, -3.68566
Burgos;Burgos;09012734;LESMES EDUCACIÓN;Privada;Edificación y Obra Civil;EOC;Grado Básico;EOC01B;Reforma y Mantenimiento de Edificios;Presencial;Privada;1.0;0.0;;Plaza San Juan Bautista, s/n;09001;947 460 952;fundacionlesmes@fundacionlesmes.org;https://fundacionlesmes.org/es/;42.34899, -3.73753
Burgos;Burgos;09012734;LESMES EDUCACIÓN;Privada;Fabricación Mecánica;FME;Grado Básico;FME02B;Fabricación de Elementos Metálicos;Presencial;Concertada;1.0;0.0;;Plaza San Juan Bautista, s/n;09001;947 460 952;fundacionlesmes@fundacionlesmes.org;https://fundacionlesmes.org/es/;42.34899, -3.73753
León;La Bañeza;24000655;IES ORNIA;Educación;Sanidad;SAN;Grado Medio;SAN02M;Farmacia y Parafarmacia;Presencial;Pública;1.0;1.0;;C/ Antonio Bordás, s/n;24750;987 64 1350;24000655@educa.jcyl.es;http://iesornia.centros.educa.jcyl.es;42.30338, -5.90402
León;La Bañeza;24000655;IES ORNIA;Educación;Sanidad;SAN;Grado Superior;SAN06S;Higiene Bucodental;Presencial;Pública;1.0;1.0;;C/ Antonio Bordás, s/n;24750;987 64 1350;24000655@educa.jcyl.es;http://iesornia.centros.educa.jcyl.es;42.30338, -5.90402
León;La Bañeza;24000655;IES ORNIA;Educación;Sanidad;SAN;Grado Medio;SAN21;Cuidados Auxiliares de Enfermería;Presencial;Pública;1.0;1.0;;C/ Antonio Bordás, s/n;24750;987 64 1350;24000655@educa.jcyl.es;http://iesornia.centros.educa.jcyl.es;42.30338, -5.90402
León;La Bañeza;24000679;IES VÍA DE LA PLATA - LEÓN;Educación;Administración y Gestión;ADG;Grado Medio;ADG01M;Gestión Administrativa;Presencial;Pública;1.0;1.0;;C/ General Benavides, 51;24750;987 64 1600;24000679@educa.jcyl.es;http://www.iesviadelaplata.es;42.30408, -5.90259
León;La Bañeza;24000679;IES VÍA DE LA PLATA - LEÓN;Educación;Administración y Gestión;ADG;Grado Superior;ADG02S;Administración y Finanzas;Presencial;Pública;1.0;1.0;;C/ General Benavides, 51;24750;987 64 1600;24000679@educa.jcyl.es;http://www.iesviadelaplata.es;42.30408, -5.90259
León;La Bañeza;24000679;IES VÍA DE LA PLATA - LEÓN;Educación;Instalación y Mantenimiento;IMA;Grado Medio;IMA03M;Mantenimiento Electromecánico;Presencial;Pública;1.0;1.0;;C/ General Benavides, 51;24750;987 64 1600;24000679@educa.jcyl.es;http://www.iesviadelaplata.es;42.30408, -5.90259
